Geometry,Lon,Lat,R_EOS10_SOS15,EOS10_SOS15_Tem_C,P_EOS10_SOS15,EOS10_SOS15_Tem_P,R_EOS10_SOS50,EOS10_SOS50_Tem_C,P_EOS10_SOS50,EOS10_SOS50_Tem_P,R_EOS50_SOS15,EOS50_SOS15_Tem_C,P_EOS50_SOS15,EOS50_SOS15_Tem_P,R_EOS50_SOS50,EOS50_SOS50_Tem_C,P_EOS50_SOS50,EOS50_SOS50_Tem_P,R_SOS15_EOS10,SOS15_EOS10_Tem_C,P_SOS15_EOS10,SOS15_EOS10_Tem_P,R_SOS15_EOS50,SOS15_EOS50_Tem_C,P_SOS15_EOS50,SOS15_EOS50_Tem_P,R_SOS50_EOS10,SOS50_EOS10_Tem_C,P_SOS50_EOS10,SOS50_EOS10_Tem_P,R_SOS50_EOS50,SOS50_EOS50_Tem_C,P_SOS50_EOS50,SOS50_EOS50_Tem_P,Clim_cover_type2
POINT(74.375 45.125),74.375,45.125,0.645546094,1.438466943,0.030113936,0.564110611,0.788316431,2.426879052,0.008972526,0.301467782,-0.134876254,-1.391182243,0.490830155,0.512801543,0.022557363,-1.218589674,0.914062672,0.587548612,0.262872444,-2.152306204,0.192394702,0.13500581,-0.360593242,-3.140634384,0.25863864,0.033259204,0.37102027,-3.298966882,0.051130787,0.016753408,-0.153721129,-2.349005333,0.617973746,0.086776566,Tropical grassland
POINT(78.875 45.125),78.875,45.125,0.581185376,2.602923748,0.003993756,0.063938616,0.362884707,2.757070358,0.045214841,0.082242335,0.471957553,-3.505959297,0.092031457,0.203791916,0.244664369,-3.201163809,0.313295588,0.229687211,-0.077955924,-1.578560909,0.738133839,0.148692871,0.170253657,-0.867183077,0.38355166,0.313804437,0.110266933,-2.301151464,0.681202101,0.106139789,0.35021073,-2.705629677,0.075068227,0.059615537,Temperate grassland
POINT(80.125 45.125),80.125,45.125,0.009842705,-0.796842699,0.931130766,0.310511615,0.104956904,-0.707869864,0.662530498,0.373781044,-0.088234624,-1.023982521,0.276351667,0.122523227,-0.166846057,-1.276083308,0.334436005,0.060381352,-0.518013928,-1.671679663,0.201650382,0.119269888,-0.824551271,-1.691718519,0.20710088,0.115789713,0.333998474,-0.574127466,0.089767023,0.205322813,-0.137261185,-0.57464684,0.678297012,0.243627955,Temperate grassland
POINT(79.125 45.125),79.125,45.125,0.729495868,-3.961278689,0.016219165,0.022932345,0.91180406,-3.427655975,0.001285708,0.020529801,0.201496904,4.901444963,0.67727187,0.166957747,0.368565497,5.031054195,0.441536845,0.145249728,-0.19920171,-0.473936928,0.288288434,0.560296749,-0.065228422,-0.124310351,0.681389192,0.899844291,-0.093429831,-0.437898887,0.619943441,0.704766558,-0.119633831,-0.345401709,0.441204496,0.744516393,Temperate grassland
POINT(79.625 45.125),79.625,45.125,0.29487418,-6.009475571,0.297736883,0.048230813,0.049191426,-5.885585247,0.859675192,0.039744715,0.797916417,5.062772601,0.02592252,0.193732156,0.526159259,1.17463176,0.149423108,0.752716915,0.065759998,-0.345846993,0.711623899,0.758960167,0.091069479,-0.473628643,0.535082826,0.675986676,-0.127330622,-1.07732622,0.480366123,0.506039618,-0.196297594,1.248697071,0.176132229,0.373718094,Temperate grassland
POINT(79.875 45.125),79.875,45.125,0.008050802,-0.604292109,0.944350394,0.415279136,0.123977988,-0.526687614,0.606008439,0.477577163,-0.087875215,-0.939760107,0.27844517,0.122672563,-0.083524204,-1.01512247,0.627173207,0.139550786,-0.502137551,-1.20493554,0.228916907,0.228570093,-0.839247274,-1.286718361,0.211450004,0.199108297,0.352904111,-0.369555776,0.08286112,0.374335361,-0.147331364,-0.50503932,0.659459877,0.308333795,Temperate grassland
POINT(78.625 45.125),78.625,45.125,0.579409884,2.500164048,0.004207957,0.068893812,0.361435827,3.130723262,0.051786048,0.147201968,0.458682047,-5.159903385,0.094120002,0.145713645,0.249378221,-5.161871217,0.297555022,0.16865469,-0.04049815,-1.316159,0.863078987,0.237475597,0.194930994,-0.952287938,0.311267022,0.39483623,0.145691258,-2.33978229,0.587863767,0.133462912,0.36790413,-3.219202789,0.052172364,0.028679997,Temperate grassland
POINT(80.375 45.125),80.375,45.125,0.242793843,1.70680584,0.014862493,0.043170426,0.378258087,1.145436643,0.072082131,0.160955779,0.123890466,1.984525895,0.169079883,0.103936162,0.207504724,1.757787246,0.291150246,0.14738469,-0.366900652,-0.304162803,0.634289252,0.890144857,0.217215743,-0.423077298,0.799646262,0.847324042,-0.215329746,-3.110460056,0.362064014,0.000485672,-0.235450629,-3.099785777,0.370800615,0.000495474,Temperate grassland
POINT(66.875 45.125),66.875,45.125,-0.317788173,5.539224643,0.360545324,0.053227379,-0.025362777,5.491642805,0.951383129,0.062747294,0.013373996,-0.206076354,0.965209587,0.951551404,-0.163458762,-0.027143123,0.650809173,0.993603574,-0.062501505,1.806304433,0.74632477,0.214888426,-0.274394038,1.767332452,0.338220628,0.20996553,-0.074945824,0.158497437,0.673702068,0.895165672,-0.091199471,0.049305944,0.728772156,0.966650472,Tropical grassland
POINT(-106.625 45.125),-106.625,45.125,0.415393841,-4.755329097,0.020780207,0.008520441,0.673922257,-3.936716152,0.014541661,0.030778786,0.548933624,-5.95501523,0.021568973,0.02274524,1.248229139,-1.304042992,0.001372512,0.611818342,-0.147537388,-2.229168742,0.548281902,0.214040029,0.054399298,-2.58377153,0.769623464,0.147738562,0.051708936,-2.993453542,0.741275463,0.031967416,0.035351229,-3.323209951,0.737885474,0.004454188,Temperate grassland
POINT(-107.125 45.125),-107.125,45.125,0.317565578,-5.076377168,0.124581317,0.016191228,0.610329695,-3.513615064,0.029281038,0.09490272,0.576880037,-5.59130267,0.004174289,0.001518159,0.787337632,-5.587929505,0.000633731,0.001273603,-0.194255663,-4.080085586,0.3541457,0.014462983,-0.262490931,-2.480636822,0.098679457,0.00184939,0.105779351,-3.575559454,0.495700834,0.000863573,0.008585637,-3.354573406,0.946420969,0.001072708,Temperate grassland
POINT(-107.375 45.125),-107.375,45.125,0.456853066,-4.610640297,0.002180129,8.14E-05,0.60904391,-3.62071056,0.000818159,0.001049658,0.496317846,-3.70702671,0.353751536,0.186536846,0.960314675,-3.206536041,0.102150424,0.219896226,0.066492964,-3.327377796,0.767714185,0.023017316,-0.028634737,-3.168585504,0.760854275,0.029558398,0.133611989,-2.670033579,0.5090232,0.02147407,-0.002732139,-2.464078788,0.976498494,0.049403332,Temperate grassland
POINT(-106.875 45.125),-106.875,45.125,0.437744508,-5.02584812,0.013901749,0.007399225,0.698762198,-4.149266281,0.009964194,0.027132363,0.57457501,-6.193728569,0.015259552,0.019978683,1.14107183,-4.644874165,0.000472067,0.037687415,-0.151112713,-2.160374984,0.540325275,0.235192383,0.044415349,-2.49800402,0.811109659,0.166131678,0.049173436,-3.393424152,0.730782255,0.006990903,0.033485389,-3.344782757,0.756858694,0.006915878,Temperate grassland
POINT(-107.625 45.125),-107.625,45.125,0.501527033,-4.696425256,0.000687958,4.82E-05,0.633819113,-3.42119378,0.000723761,0.001897169,0.508449017,-3.48894191,0.345475997,0.201774323,0.977184583,-3.040820789,0.097183269,0.230266854,0.067748255,-3.85269737,0.753448653,0.011764995,-0.021009458,-3.70658186,0.816842031,0.015463996,0.122157835,-2.563275025,0.557776599,0.036642716,-0.014298171,-2.297414489,0.88005105,0.080455395,Temperate grassland
POINT(114.375 45.125),114.375,45.125,0.632122437,4.56317783,0.000972735,0.148976239,0.697204256,-2.472864132,9.79E-07,0.109938971,0.235769405,-5.065651876,0.043840245,0.005157259,0.348396599,-3.366417047,0.001995743,0.03057761,0.21836523,-4.669021023,0.532160424,0.150794594,-0.026604041,-3.763752242,0.951262054,0.229433614,0.009218196,0.939897483,0.979443447,0.761229145,-0.246736472,1.041732635,0.583700663,0.729383093,Temperate grassland
POINT(133.875 45.375),133.875,45.375,-0.102103648,-2.476747225,0.43460148,0.009923052,-0.021492749,-2.363137029,0.886064059,0.016118543,-0.170916584,-0.580463787,0.279317875,0.460515832,0.049114792,0.932724261,0.762264878,0.413968964,0.070932928,-1.569494551,0.82724041,0.001172329,-0.173646439,-1.585598525,0.569936248,0.000686289,-0.061073976,-2.339781851,0.845938485,0.002401554,-0.267477671,-2.109967666,0.331808728,0.000552921,Temperate deciduous forest
POINT(134.125 45.375),134.125,45.375,0.049481248,1.402290657,0.692532835,0.045041612,0.232800809,1.243889763,0.122784247,0.054623858,0.041044658,1.800422238,0.767123219,0.147747732,0.166455244,1.540867538,0.345065551,0.21276935,-0.178407911,-1.705890816,0.521711368,0.000522689,0.025899411,-1.709548718,0.928067948,0.00079265,-0.217872707,-2.17778035,0.295145142,0.000206315,-0.090482368,-2.346149155,0.659095918,0.000108464,Temperate mixed forest
POINT(128.875 45.375),128.875,45.375,-0.485992445,-5.717034242,0.271193847,0.1312521,-0.742766349,-5.576790535,0.124283142,0.063255446,0.099036783,3.358854505,0.60306061,0.028553557,0.132536126,3.455914108,0.490387365,0.024626434,0.127184969,-0.941542481,0.379319553,0.007597927,0.410021218,-0.871579456,0.052228702,0.007309093,0.039767325,-2.175527657,0.721212407,7.58E-05,0.265056259,-2.128082621,0.103948501,4.31E-05,Temperate deciduous forest
POINT(134.625 45.375),134.625,45.375,-0.088947547,-1.938183727,0.639077099,0.13374087,0.157306084,1.354181433,0.294839839,0.113447385,-0.039401442,3.242652147,0.77070462,0.001306753,0.107938546,2.760576933,0.331328755,0.003137877,0.132956424,-1.123447943,0.591672687,0.010476256,-0.038723911,-1.149766207,0.895573875,0.009642518,-0.197996743,-2.380358227,0.387372288,8.84E-05,-0.343239196,-2.408378435,0.19916288,5.77E-05,Temperate mixed forest
POINT(129.125 45.375),129.125,45.375,0.132046524,-3.033995965,0.575468025,0.052707115,0.63070143,0.116313023,0.059167043,0.918581845,0.013782664,-1.664377943,0.930567609,0.155773823,0.214229862,-0.882854243,0.205771703,0.438771244,-0.045484233,-1.0433111,0.782157481,0.000945028,-0.128890022,-1.071444409,0.645570634,0.001525849,0.230356133,-1.476782663,0.115005148,0.000368904,0.062959784,-1.435084977,0.805765064,0.0011226,Temperate deciduous forest
POINT(129.375 45.375),129.375,45.375,0.180520012,-2.859919881,0.441325061,0.061566847,0.474456568,-1.918503385,0.075936548,0.19808384,0.035773975,-2.009542246,0.809582555,0.086285413,0.224234588,-1.241866817,0.172646713,0.274631473,-0.036387606,-1.109482499,0.821758427,0.00069384,-0.16576656,-1.065740682,0.54528777,0.001185948,0.255600819,-1.561145423,0.083299843,0.000345752,0.072895202,-1.489484316,0.779094152,0.001376844,Temperate deciduous forest
POINT(133.625 45.375),133.625,45.375,-0.096495703,-2.467473904,0.465472842,0.012042367,-0.015700963,-2.370150436,0.917954611,0.018863624,-0.169942609,-0.598886626,0.282710392,0.47170984,0.057374497,0.376904597,0.737393964,0.778152375,0.031204035,-1.664438811,0.920308751,0.000654487,-0.135684333,-1.664884515,0.64257938,0.000398945,-0.070636087,-2.442634654,0.817767221,0.001730135,-0.207783293,-2.139602172,0.441063236,0.000485742,Temperate grassland
POINT(127.375 45.375),127.375,45.375,-0.01769065,-3.736461733,0.967293824,0.365743272,-0.158596088,-4.334088919,0.751521744,0.307709168,0.003128028,0.365774028,0.979040973,0.501366972,-0.065390635,0.374523562,0.626126205,0.488441134,0.149084022,-1.404440372,0.106275983,7.71E-05,0.100604644,-1.534284047,0.751583847,4.83E-05,0.058970946,-1.943179655,0.448495863,2.28E-05,0.02395458,-2.444319299,0.920171389,3.14E-06,Temperate deciduous forest
POINT(129.875 45.375),129.875,45.375,0.197914792,3.828678853,0.538587665,0.062134295,0.245917555,3.869695158,0.566086995,0.059658574,-0.076790737,-2.657548337,0.635954768,0.114784655,-0.085866967,-2.941937273,0.674494445,0.068602946,-0.39326478,-1.103562461,0.001595628,0.001211277,-0.063803802,-0.84185816,0.83827153,0.050659109,-0.111431778,-1.577216692,0.180044905,0.001039079,0.045222935,-1.669210312,0.796850001,0.000890079,Temperate grassland
POINT(134.375 45.375),134.375,45.375,0.051272564,1.521517454,0.679497639,0.037940659,0.232525715,1.356407244,0.119749198,0.045259943,0.036217287,1.749746089,0.795854124,0.182013994,0.164870702,1.446598335,0.358708118,0.27134352,-0.179400053,-1.732957824,0.517203004,0.0004755,0.020064146,-1.738696061,0.944021004,0.00072558,-0.219644011,-2.137410946,0.298175035,0.000265664,-0.084000868,-2.302324608,0.686170959,0.000140838,Temperate deciduous forest
POINT(130.125 45.375),130.125,45.375,0.198883603,3.222958222,0.546237014,0.100513882,0.294705606,3.338971905,0.500881077,0.088432067,-0.086742849,-2.532268427,0.588092455,0.111636723,-0.114117716,-2.872817698,0.578453598,0.064289555,-0.391018683,-1.081301894,0.001692177,0.001273383,-0.079528447,-0.839570056,0.800751847,0.049529224,-0.109323023,-1.585725842,0.182161624,0.000799517,0.016584905,-1.675378823,0.923758657,0.000700019,Temperate deciduous forest
POINT(136.875 45.375),136.875,45.375,0.4731379,0.763166212,0.003570758,0.376919742,0.547771965,0.836040485,0.005184838,0.449028915,0.241287958,2.25611618,0.099175083,0.047737967,0.328353614,2.039718097,0.035684587,0.027606628,0.282375722,-2.61608854,0.294309072,0.004277802,0.351998089,-2.206456425,0.284366461,0.031657891,0.253589898,-3.034467905,0.204022798,0.000481867,0.518845217,-2.241557513,0.017629823,0.004558941,Temperate deciduous forest
POINT(-71.625 45.375),-71.625,45.375,0.278097538,3.351550459,0.052318363,0.045812395,0.386127792,1.907626896,0.223837708,0.20613011,0.092993228,2.794427438,0.562888707,0.083543789,0.083719683,2.674775254,0.793268045,0.105079738,0.105062337,-2.280004682,0.73665112,0.044549533,-0.112678539,-2.415264609,0.757468341,0.04278308,0.098599244,-2.381221244,0.497417676,0.008238004,0.260695638,-2.750362055,0.084959888,0.001351826,Temperate grassland
POINT(-71.375 45.375),-71.375,45.375,0.269306425,3.316062718,0.058930027,0.040839013,0.329648609,3.355579772,0.265664627,0.060353619,0.086603683,2.570829722,0.59573055,0.113798134,0.083256375,2.463802749,0.798181379,0.139556063,0.108197525,-2.363958617,0.728297814,0.042466895,-0.117101096,-2.507209797,0.747838805,0.040777236,0.133719347,-2.301119971,0.356719675,0.009769682,0.251069582,-2.780161805,0.094530014,0.001311974,Temperate deciduous forest
POINT(-71.125 45.375),-71.125,45.375,-0.04570598,-5.133530716,0.848014815,0.172363364,0.411775375,-2.113869398,0.074780993,0.279017799,0.166722165,1.451422281,0.650937839,0.586432278,0.184935506,1.740448066,0.633729435,0.482425281,0.07943026,-2.786226155,0.756498371,0.008911274,0.076084389,-2.233525922,0.648802528,0.047175994,-0.012576812,-4.658397824,0.955195529,0.007897082,0.061216086,-4.546985249,0.638688571,0.009306121,Temperate mixed forest
POINT(-77.625 45.375),-77.625,45.375,0.03207135,-2.331058025,0.772713716,0.119139894,0.286389242,-1.782372514,0.213470924,0.127214319,-0.008424916,3.0085531,0.938525698,0.012827167,-0.023186764,3.059161422,0.917903985,0.02354579,-0.916748829,-1.112422264,0.056722891,0.282714232,0.270684273,-0.987039533,0.576079083,0.41433221,-0.007667712,-3.146320778,0.968277049,0.000222439,-0.103183679,-3.32041357,0.581969614,0.000267032,Temperate mixed forest
POINT(-72.375 45.375),-72.375,45.375,0.387900927,2.415980576,0.164989115,0.289312655,0.6201661,1.45052615,0.267055411,0.596769444,-0.175161214,3.541872401,0.311326816,0.115963295,-0.228340945,3.926847517,0.474917005,0.120139579,0.118057137,-2.841530882,0.503831613,0.002387149,0.213201729,-2.697883469,0.46600392,0.002315793,-0.146998197,-2.930790563,0.156917612,0.004491401,0.092147346,-2.836243825,0.625933442,0.008767995,Temperate deciduous forest
POINT(-78.375 45.375),-78.375,45.375,0.5358833,1.968423865,0.010025464,0.102849932,0.590799844,2.109345109,0.010757353,0.085867318,0.368633587,1.497368331,0.023723764,0.016522794,0.319202438,1.624253349,0.082047003,0.014453551,0.090121127,-0.592854586,0.738634926,0.377095236,0.646739153,-0.793929526,0.044316555,0.176817318,-0.192472969,-2.635235844,0.244206369,0.000249547,0.309359532,-2.058104563,0.219460683,0.006619917,Temperate mixed forest
POINT(-72.625 45.375),-72.625,45.375,0.039107113,-0.901463672,0.664594233,0.455172931,-0.035443952,0.619770024,0.723994385,0.797984727,-0.097067245,-3.128368431,0.318823053,0.295074422,-0.052819848,-2.740353434,0.609917318,0.370991897,-0.580693273,-3.412744338,0.367110605,0.332591113,-0.358697648,-2.765375745,0.525772448,0.416513026,1.080110723,-5.181297226,0.050128151,0.149204121,1.1752192,-2.938896704,0.014357783,0.366761445,Temperate deciduous forest
POINT(-90.625 45.375),-90.625,45.375,0.214336694,-3.708624442,0.313401734,0.033606242,0.427115778,-1.419709691,0.066315363,0.112599884,0.410317145,-2.393755534,0.0415524,0.143454214,0.537887517,-2.409776778,0.011877909,0.104634811,-0.315882324,-2.234051225,0.207495577,0.001227655,-0.415229703,-1.822538899,0.073619975,0.003856943,-0.283772214,-2.69412911,0.005861674,2.29E-08,-0.30427916,-2.336146328,0.006882634,7.77E-07,Temperate deciduous forest
POINT(-90.375 45.375),-90.375,45.375,0.232545283,-3.573342376,0.269614325,0.036436625,0.425146392,-1.421706212,0.067860268,0.112373061,0.411227829,-2.378589166,0.040308701,0.138146616,0.539393037,-2.407566517,0.011216467,0.097775024,-0.315766732,-2.262778537,0.209126305,0.001285426,-0.419227174,-1.84701243,0.070998147,0.003886551,-0.288889802,-2.741531895,0.005018326,2.12E-08,-0.313456812,-2.369811534,0.004800378,5.93E-07,Temperate deciduous forest
POINT(-90.125 45.375),-90.125,45.375,0.779342819,1.475510781,0.000187813,0.071407638,0.764526008,1.1904217,0.001649752,0.181653981,0.336122405,0.923235762,0.016885956,0.015601994,0.302691378,0.925059352,0.065209349,0.023477945,-0.246333062,-1.857240319,0.209412704,0.002449353,-0.307332462,-1.963017921,0.270366127,0.001826172,-0.058282706,-3.13362759,0.591900743,4.33E-07,-0.035943398,-3.183474615,0.814363445,2.59E-07,Temperate deciduous forest
POINT(-88.375 45.375),-88.375,45.375,-0.110109526,-2.81997047,0.726660339,0.111632261,0.603568729,-0.326084584,0.052395417,0.805454001,0.220222802,1.148328937,0.186406148,0.232564716,0.337135924,1.31048782,0.087364373,0.161386225,0.147831763,-2.403301773,0.398136888,3.19E-05,0.211557235,-2.398851597,0.316454313,2.61E-05,0.168565744,-3.090405737,0.218913193,1.47E-05,0.178357893,-3.122372969,0.296810598,1.73E-05,Temperate deciduous forest
POINT(-89.875 45.375),-89.875,45.375,0.084907842,-3.197133445,0.75623275,0.047857317,0.132486122,-3.046104401,0.671347103,0.060783278,0.214572183,0.242924928,0.021370519,0.296553785,0.263542637,-0.27509029,0.012680813,0.627493218,-0.460103855,-2.179729435,0.022108038,0.000424215,-0.513718249,-2.181190925,0.283544631,0.001494467,-0.068183139,-2.835160958,0.685300351,0.000172703,0.357657077,-3.003740582,0.306442123,4.63E-05,Temperate deciduous forest
POINT(-89.625 45.375),-89.625,45.375,0.059180348,-3.363625188,0.826171716,0.036322313,0.099299817,-3.229462177,0.748171424,0.046764264,0.215479539,0.240849136,0.021087531,0.304603048,0.260204018,-0.326276252,0.013783752,0.564538136,-0.46295383,-2.200796627,0.021386721,0.000422414,-0.536909104,-2.204348111,0.261827645,0.001446947,-0.157043736,-3.527598805,0.332592361,0.000128657,0.316159731,-2.962414822,0.372997774,6.39E-05,Temperate deciduous forest
POINT(-88.875 45.375),-88.875,45.375,-0.100670966,-4.017291946,0.65257005,0.002372348,0.072954417,-3.339773949,0.759349218,0.010228031,0.217421367,0.889376724,0.193331577,0.042739226,0.297114991,0.847360968,0.08169551,0.044717517,-0.086560979,-1.566372444,0.698354261,0.012996801,-0.279817726,-1.654847312,0.320679199,0.020047264,-0.028436762,-4.01078081,0.839061738,6.54E-06,-0.178632386,-3.979035093,0.295839672,4.81E-06,Temperate deciduous forest
POINT(-89.125 45.375),-89.125,45.375,-0.103524121,-4.058703153,0.636984661,0.001888683,0.07000067,-3.384696178,0.763638522,0.008200823,0.215201063,0.875805696,0.197963858,0.04232957,0.294752329,0.833138895,0.084334895,0.044731198,-0.198722375,-1.587736311,0.383745183,0.023900762,-0.272713779,-1.613330403,0.334300946,0.021447165,-0.034815713,-4.04451666,0.801139684,5.16E-06,-0.168828153,-4.005828904,0.317745383,4.04E-06,Temperate deciduous forest
POINT(-89.375 45.375),-89.375,45.375,0.037938131,-1.258146912,0.841262935,0.327641967,0.248902553,-1.133054355,0.40868039,0.361024248,0.029247451,-5.179592956,0.906468366,0.089615582,0.38046179,-4.613391441,0.332675603,0.111517473,0.134010945,-2.587848146,0.538058919,0.003292457,-0.010154227,-2.489938836,0.957106001,0.006116573,0.030528359,-2.24623022,0.770763106,5.47E-05,-0.025864472,-2.226763892,0.776945273,8.07E-05,Temperate deciduous forest
POINT(-84.625 45.375),-84.625,45.375,0.387791083,0.03424441,0.07561072,0.955784554,0.387729127,-0.017512572,0.147616571,0.978070159,0.53487711,-1.651366605,0.114086249,0.197817055,0.862917517,-1.459232026,0.029991833,0.222513742,0.210950986,-1.695483319,0.347893549,0.003869387,0.247240003,-1.483583073,0.06988258,0.002821419,0.256586613,-2.317731509,0.073843206,3.99E-05,0.11718946,-1.946489687,0.224772275,0.000224666,Temperate grassland
POINT(-88.125 45.375),-88.125,45.375,-0.195092507,-3.333654338,0.52495047,0.053803125,0.553724791,-0.600666121,0.083733339,0.659574823,0.229815006,0.864920365,0.168985226,0.24265344,0.35048147,1.23560821,0.076577318,0.149887366,0.135955276,-2.439212998,0.437177046,3.46E-05,0.197840541,-2.435826283,0.349356776,2.86E-05,0.171845459,-3.162096557,0.205181781,1.18E-05,0.170682881,-3.181684192,0.313136277,1.51E-05,Temperate deciduous forest
POINT(-84.375 45.375),-84.375,45.375,0.386917438,0.023931364,0.074928345,0.971554171,0.388308048,-0.00357313,0.146092778,0.995891183,0.594411124,-1.298325208,0.084626927,0.361498502,0.916142041,-0.932872832,0.025235089,0.486977984,0.21608885,-1.692263285,0.356009912,0.006454283,0.254434815,-1.47136627,0.069928865,0.004620542,0.298111793,-2.515928228,0.038091109,2.23E-05,0.129274359,-2.046935345,0.176412795,0.000186123,Temperate grassland
POINT(-88.625 45.375),-88.625,45.375,0.516248008,-0.61412564,0.072265347,0.653360441,0.053184187,-2.852139504,0.879836336,0.208074345,0.47471012,1.836551016,0.028881625,0.035631819,0.243701675,1.696142773,0.265040334,0.086630596,-0.384263233,-1.407290386,0.063164292,0.026234786,0.159457518,-1.743953899,0.545596165,0.011768842,-0.155739692,-2.421809688,0.451255642,0.003392553,-0.15197437,-2.727990779,0.374021403,0.000130821,Temperate deciduous forest
POINT(17.375 45.375),17.375,45.375,-0.195474006,3.640945249,0.72488162,0.254404602,0.213369041,3.865358222,0.696372952,0.226799228,0.205425527,-0.497387242,0.604634955,0.721642912,0.213732109,-0.337539532,0.583046982,0.807740086,-0.009865067,-1.046278371,0.929567794,0.075696688,-0.091404206,-0.987996481,0.546095807,0.091183612,-0.098112686,-2.792194813,0.199839497,0.0002171,-0.173909698,-2.636794803,0.090766439,0.000284638,Temperate deciduous forest
POINT(15.125 45.375),15.125,45.375,-0.640371596,2.126118499,0.357625143,0.337933142,-0.443838429,0.800106026,0.569611878,0.628500046,-0.669125861,1.941920745,0.135397779,0.073741243,0.181889471,1.9199691,0.742554577,0.099079686,-0.115360077,-1.299969253,0.314567661,0.15448583,0.120843449,-0.552537639,0.360004162,0.198544685,-0.066829906,-1.815747675,0.254774668,0.000475626,-0.092630103,-1.964364842,0.210860583,0.000195952,Temperate deciduous forest
POINT(14.875 45.375),14.875,45.375,-0.732244433,3.662937397,0.258993821,0.13436413,-0.435540579,0.730865902,0.580023177,0.679224283,-0.639226968,2.052787792,0.155137281,0.082821555,0.289196409,2.155892094,0.601617288,0.088322692,-0.099141141,-1.256477332,0.377263513,0.18891869,0.121765113,-0.492379994,0.363190913,0.258932337,-0.050092946,-1.933976024,0.418879552,0.000987408,-0.10946095,-2.142507396,0.148700095,0.000216722,Temperate deciduous forest
POINT(14.375 45.375),14.375,45.375,0.396068816,-0.912481856,0.388689043,0.723216424,-0.028278768,0.054484083,0.938967081,0.981823798,0.208489808,1.728946741,0.540263528,0.16628154,0.272387809,1.819046062,0.327298446,0.1722764,-0.117629722,0.8436479,0.47939975,0.426629187,-0.271661275,0.771431598,0.356386218,0.455002509,0.108521827,-2.311325188,0.518862538,0.032926484,0.16216819,-2.838554918,0.593970498,0.045290868,Temperate grassland
POINT(16.125 45.375),16.125,45.375,-0.577890897,-5.055914729,0.137541255,0.062035958,0.146350423,-0.399825887,0.799134348,0.867484686,-0.480366979,2.967730831,0.044866101,0.002918686,0.148622774,2.296824482,0.698932206,0.048721619,-0.028321512,-2.508966994,0.812375037,0.007915009,-0.158550466,-2.293665486,0.420734849,0.015517516,0.151833493,-1.404455731,0.107687231,0.039987977,0.080757162,-1.579295885,0.610348501,0.035951067,Temperate deciduous forest
POINT(15.875 45.375),15.875,45.375,-0.071353395,0.552751337,0.875984517,0.764130225,-0.67682312,1.454529577,0.171340294,0.429325589,0.33866993,0.949754229,0.271856394,0.252782013,-0.123391323,1.177992797,0.721634559,0.190100253,-0.152354841,-1.256644809,0.200651879,0.057549599,0.19182626,-0.968975746,0.261077997,0.006989444,0.119560868,-2.356890652,0.195010275,0.000515681,0.024411609,-2.156024312,0.87456447,0.001861739,Temperate deciduous forest
POINT(17.125 45.375),17.125,45.375,-0.190727217,4.353319588,0.731293352,0.251368059,0.405584914,4.660548042,0.48155655,0.194130992,0.197593207,-1.088502027,0.61179748,0.50914777,0.214935311,-0.269711712,0.581823473,0.856870382,0.018004563,-1.017679318,0.874309791,0.071771104,-0.144980412,-1.00262533,0.32282019,0.060012715,-0.116821929,-3.154676378,0.079064071,1.99E-05,-0.146104936,-2.941610574,0.118020167,6.95E-05,Temperate deciduous forest
POINT(23.375 45.375),23.375,45.375,0.357024699,-5.066776431,0.129864869,0.003109269,0.248325445,-4.805129306,0.469893161,0.006269871,-0.410227939,2.199434954,0.123445008,0.017405183,-0.440154344,1.506902924,0.164856928,0.04586834,0.269010825,-2.40385851,0.037409058,0.000206838,0.035522596,-2.205801861,0.85641051,0.001752509,0.112280687,-2.0920994,0.19084481,0.000233289,0.230326638,-2.377663635,0.062163313,6.42E-05,Temperate deciduous forest
POINT(26.125 45.375),26.125,45.375,0.312123846,-3.672875051,0.119060497,0.061406307,0.613969578,0.113510523,0.097032823,0.951512238,-0.172716327,1.685474088,0.32437438,0.113505539,0.103534391,1.812267497,0.7344941,0.193455509,-0.306450553,-2.275700223,0.384291419,0.136541164,-0.034683054,-1.793669634,0.92750375,0.212659204,-0.034183583,-2.988559775,0.847404058,0.033564072,-0.218834015,-0.934415332,0.317401804,0.392047228,Temperate deciduous forest
POINT(24.125 45.375),24.125,45.375,0.438435446,0.05819736,0.371130657,0.967594019,0.565475989,-1.354280006,0.039108455,0.35313532,0.378913697,-5.190601196,0.498531816,0.15106173,0.036576313,-4.966834601,0.902010115,0.176045396,-0.166414129,-0.450253883,0.226775715,0.534173239,-0.118338111,-0.762241755,0.308205239,0.333249446,0.058791782,-1.002768334,0.827202598,0.489808717,0.178467763,-0.487600991,0.397941457,0.579194129,Temperate deciduous forest
POINT(23.125 45.375),23.125,45.375,0.382346854,2.78728377,0.102136958,0.210424404,0.396904135,3.046497751,0.102852597,0.180325257,0.090971246,10.27343109,0.834946741,0.067531165,0.556469693,13.24317866,0.236627286,0.026100525,0.035628552,-0.358116107,0.913019659,0.779631591,0.12680058,-0.17729696,0.433164501,0.883347948,-0.490748924,-0.995836177,0.073584066,0.329375269,-0.225941674,-0.756897806,0.120915831,0.323666892,Temperate deciduous forest
