Geometry,Lon,Lat,R_EOS10_SOS15,EOS10_SOS15_Tem_C,P_EOS10_SOS15,EOS10_SOS15_Tem_P,R_EOS10_SOS50,EOS10_SOS50_Tem_C,P_EOS10_SOS50,EOS10_SOS50_Tem_P,R_EOS50_SOS15,EOS50_SOS15_Tem_C,P_EOS50_SOS15,EOS50_SOS15_Tem_P,R_EOS50_SOS50,EOS50_SOS50_Tem_C,P_EOS50_SOS50,EOS50_SOS50_Tem_P,R_SOS15_EOS10,SOS15_EOS10_Tem_C,P_SOS15_EOS10,SOS15_EOS10_Tem_P,R_SOS15_EOS50,SOS15_EOS50_Tem_C,P_SOS15_EOS50,SOS15_EOS50_Tem_P,R_SOS50_EOS10,SOS50_EOS10_Tem_C,P_SOS50_EOS10,SOS50_EOS10_Tem_P,R_SOS50_EOS50,SOS50_EOS50_Tem_C,P_SOS50_EOS50,SOS50_EOS50_Tem_P,Clim_cover_type2
POINT(-66.125 -54.875),-66.125,-54.875,-0.066459233,-1.133712373,0.524551705,0.792088889,0.035768733,3.237259144,0.855349779,0.577624872,-0.099570316,4.659736791,0.395462566,0.339302753,-0.048718309,4.546842393,0.813518446,0.371551061,0.242623234,-17.34527735,0.727513116,0.024992187,-0.201020169,-17.08859543,0.743291404,0.026422922,-0.037620447,-14.66642826,0.933140315,0.100203953,-0.033401808,-14.60158211,0.932345303,0.099074466,Temperate deciduous forest
POINT(172.875 -41.875),172.875,-41.875,0.258472265,-1.428817878,0.013700036,0.147801915,0.030267772,-1.22453576,0.701077499,0.308469121,-0.126160404,-2.886922065,0.242972337,0.119274749,0.029821093,-3.326585236,0.690849421,0.089224401,-0.043886302,-10.42376753,0.917164359,0.014467161,-0.136989477,-10.56200725,0.78140318,0.011279947,-0.397349596,-12.80457485,0.5847533,0.270770238,-1.598552558,-15.43795779,0.064066695,0.113120593,Temperate grassland
POINT(-65.625 -32.875),-65.625,-32.875,-0.70037647,-6.966854617,0.027741309,0.1542375,-0.351639248,-7.54840421,0.304249469,0.279997571,-0.421375335,-6.762510147,0.075950862,0.025041064,-0.405966908,-7.189778317,0.073486739,0.01781002,-0.393994225,8.414850591,0.216545303,0.377542075,-0.061758089,2.094258716,0.842466178,0.807696767,-0.042193015,10.72329415,0.839295326,0.01002981,0.243847833,14.8859358,0.202851669,0.001182474,Tropical grassland
POINT(-52.375 -32.375),-52.375,-32.375,0.33930141,-7.755432113,0.174001276,0.130642916,-0.103253287,-6.996371127,0.787183011,0.190242115,0.347908805,9.254807797,0.107991624,0.197423613,-0.225201907,9.701115699,0.514521621,0.218513742,-0.061955468,-10.07046183,0.752641373,0.009931408,-0.116832545,-10.13218629,0.579312082,0.006640473,0.252319711,-6.693173753,0.080673419,0.071860422,-0.082551117,-4.355761242,0.625569857,0.266473995,Tropical grassland
POINT(-66.125 -32.375),-66.125,-32.375,-0.748373198,-14.06320572,0.025384795,0.003279268,-0.189108771,-10.03957317,0.51077992,0.037542426,-0.381734916,-13.93160069,0.275977638,0.027040513,-0.26784465,-13.36499859,0.36712201,0.03314026,0.261748969,-19.00256628,0.199371357,0.005812389,-0.083261453,-18.64445641,0.597868615,0.003756204,0.05507076,-14.48382313,0.826901622,0.202470402,-0.104537739,-11.50969681,0.682368824,0.18447856,Tropical grassland
POINT(28.625 -32.375),28.625,-32.375,-0.46480184,16.92298245,0.101602339,0.109216174,0.170400431,15.16910996,0.344194541,0.171639956,-0.421182203,24.96458838,0.055546983,0.019724048,0.096864578,16.39610434,0.540375951,0.092359905,0.071640372,8.11703967,0.784876987,0.266505427,0.037348591,7.532411014,0.903364634,0.274605868,-0.003261237,-33.89202162,0.992683037,0.03038961,-0.023095989,-33.93152634,0.956115177,0.023738964,Tropical grassland
POINT(-64.625 -32.375),-64.625,-32.375,0.005995602,14.14789633,0.977370598,0.223025204,-0.254437735,-4.105429676,0.337142093,0.630844601,-0.461795266,-5.563695592,0.017730909,0.433029242,-0.503946584,-4.304051982,0.008044048,0.455476733,-0.61138772,7.471741203,0.115448976,0.41064001,-0.425918467,5.660827604,0.288380261,0.552003256,-0.600223463,2.353746643,0.108863677,0.755185071,-0.275581568,-5.263870879,0.46660917,0.472438723,Tropical grassland
POINT(-65.125 -32.125),-65.125,-32.125,-0.399753332,20.34393577,0.141110576,0.011438301,-0.284462031,15.02232677,0.283736561,0.0612376,-0.252803336,2.36055633,0.140227309,0.055013786,0.010137839,2.086380899,0.951241654,0.104693791,-0.169067069,-9.082712261,0.301805964,0.010332965,-0.19755001,-9.864016002,0.460511396,0.005818381,-0.128932353,-2.003352467,0.559261351,0.446547261,-0.321474855,-1.127234256,0.387176618,0.667630575,Tropical grassland
POINT(-64.875 -32.125),-64.875,-32.125,0.017765891,17.61236031,0.956341861,0.100656117,-0.280152336,15.43143075,0.306935595,0.101977297,-0.184323792,2.454481894,0.274128658,0.067318144,-0.013749957,2.529166737,0.932475414,0.07006024,-0.168915275,-7.766034917,0.283995318,0.005723295,-0.141708696,-8.274088877,0.586250896,0.003891264,-0.056792901,-3.189476718,0.797973349,0.429145639,-0.277915726,-3.603624344,0.438148207,0.320959166,Tropical grassland
POINT(-65.625 -31.875),-65.625,-31.875,0.442168641,8.010336864,0.225910819,0.450909211,0.006351941,9.738076468,0.980683439,0.391805773,0.417248432,5.538753488,0.251457213,0.279622525,-0.253017636,-2.453290092,0.266718809,0.753666657,-0.273856418,-4.20574338,0.157546107,0.006741086,-0.332427101,-4.801872929,0.162585354,0.005587066,-0.371520274,-3.490256707,0.326000447,0.528237352,0.272239734,-2.697481637,0.50891483,0.520604136,Tropical grassland
POINT(-65.375 -31.875),-65.375,-31.875,0.405649353,13.09572997,0.252334919,0.257909927,-0.002372839,15.50013278,0.992480731,0.205817387,0.410542035,6.672219735,0.235089157,0.212402788,-0.218719827,2.950303552,0.329586611,0.513223117,-0.250565313,-4.147362328,0.196462534,0.008074177,-0.309439176,-4.734590858,0.190864794,0.006359559,-0.346091184,-3.248788166,0.348960054,0.544292668,0.282453,-2.999208218,0.49633675,0.520618969,Tropical grassland
POINT(-64.875 -31.875),-64.875,-31.875,0.036580705,17.52133204,0.912110631,0.105339638,-0.272059287,14.91556003,0.325624064,0.1127552,-0.18931566,2.506188434,0.261295115,0.066605527,-0.009731693,2.558388383,0.95223604,0.072319702,-0.1522685,-8.224816678,0.322506195,0.003716985,-0.201238289,-8.839828083,0.421005282,0.001905971,-0.08667565,-3.878406435,0.683103681,0.278674512,-0.292156121,-3.337510281,0.414505349,0.350719245,Tropical grassland
POINT(27.625 -31.625),27.625,-31.625,0.239997053,-21.61137778,0.133880348,0.002535905,0.400566392,-17.5077605,0.022209566,0.012374814,0.109995445,0.044909197,0.517494138,0.989662815,0.225553881,-0.626351526,0.1714609,0.856406474,0.556525985,5.556615508,0.043038358,0.172055108,0.542902674,10.42946228,0.077301916,0.028053953,0.367691909,10.22838945,0.198034594,0.06693103,0.304151569,13.70453904,0.216305509,0.002170941,Temperate grassland
POINT(-64.625 -31.625),-64.625,-31.625,0.187966053,0.801271712,0.219443524,0.816706318,0.272008442,1.325504545,0.091523759,0.69267099,0.163788254,-0.240427133,0.319987161,0.955942984,0.159737077,-1.18247195,0.35926772,0.524026263,-0.31926174,-1.899239082,0.459849509,0.580131061,-0.527342912,-2.89831684,0.142873518,0.356290266,0.060327071,-5.091625587,0.885285201,0.292658812,-0.094523826,-4.679296513,0.784045821,0.29316284,Tropical grassland
POINT(-65.375 -31.375),-65.375,-31.375,0.566876785,6.473172449,0.026595232,0.311756893,0.569288768,6.608554627,0.011246644,0.418760565,0.306088415,2.79735833,0.109609352,0.47832323,0.238668591,3.194554829,0.188514138,0.446895547,-0.270260851,-0.456436457,0.278074127,0.896562796,-0.418834082,-0.458689574,0.212826931,0.893998248,-0.421242962,9.83539806,0.103871221,0.134943581,-0.605281077,-10.61053427,0.063672906,0.122146157,Tropical grassland
POINT(28.875 -31.375),28.875,-31.375,-0.621842214,7.45853007,0.024500513,0.06094681,0.084282248,5.466044568,0.706671549,0.243990528,0.131569793,2.814303645,0.565014861,0.662958092,0.243227338,1.745463847,0.129313908,0.599561052,-0.219243095,-0.149115207,0.279240648,0.981412946,-0.308446698,0.282525525,0.249212422,0.963533581,-0.16682851,-7.185226067,0.544444609,0.64148533,-0.215881194,-4.084172001,0.546328007,0.780662206,Temperate grassland
POINT(28.625 -31.375),28.625,-31.375,0.036638976,-0.684271584,0.89397446,0.904275188,0.385323573,0.07897533,0.044373525,0.993384478,0.127180049,6.541601789,0.49718087,0.30614202,0.224877785,5.397678146,0.083302273,0.332050967,0.219861365,21.23963128,0.124055398,5.50E-05,0.602911713,24.49374694,0.00340282,1.00E-05,-0.046844767,41.71256442,0.851353491,0.001788456,-0.155202199,43.01857576,0.685510394,0.002020255,Temperate grassland
POINT(-64.875 -31.375),-64.875,-31.375,0.273556997,-9.116493201,0.055523265,0.088661257,0.368459663,-3.665731723,0.010856749,0.528210743,0.080486636,6.734641442,0.552722288,0.049445418,0.238471436,8.128985357,0.048213889,0.011181488,0.26745225,-10.28554031,0.390320086,0.116606221,-0.145311554,-8.885120324,0.761022547,0.177905347,-0.205990762,-12.22694282,0.535029215,0.090605506,-0.77935388,-13.85187829,0.078616991,0.026799224,Tropical grassland
POINT(27.875 -31.125),27.875,-31.125,0.259799912,13.75094705,0.318750818,0.122229521,0.453685193,3.139663389,0.001832895,0.279901704,0.095797282,4.910681251,0.695118507,0.159875201,0.20737163,3.253898152,0.161535215,0.502195994,0.114328153,3.854788638,0.700354584,0.554349487,0.536942411,-3.889137752,0.114459266,0.461607127,-0.772609421,43.64788903,0.099360535,0.004154204,0.123113778,11.71194884,0.8022234,0.026872306,Temperate grassland
POINT(29.625 -31.125),29.625,-31.125,-0.507019177,0.106141609,0.073542079,0.987722088,0.336096246,-3.959194646,0.370916262,0.446087209,-0.427025784,3.048627352,0.031958701,0.416569052,0.111582843,3.777774455,0.665510572,0.386522404,-0.214853159,15.23051165,0.225323883,0.0065597,0.224747575,14.45233205,0.313901064,0.0086904,0.015044469,-2.200299446,0.933681141,0.691114092,-0.108087646,-2.707351247,0.655663463,0.668459295,Temperate grassland
POINT(28.875 -31.125),28.875,-31.125,0.357469251,4.037360662,0.063652046,0.541052184,0.28106534,5.37640046,0.218097346,0.447328366,0.417391636,-4.972203933,0.016611371,0.443333335,0.613954766,4.614309123,0.004128857,0.061800207,0.514827235,15.87741886,0.022311761,0.003933076,0.176349458,19.11495913,0.496706263,0.010574,0.482286166,-9.075630627,0.016130864,0.023489953,0.051979839,-9.326748887,0.834717553,0.049157852,Temperate grassland
POINT(30.125 -31.125),30.125,-31.125,-0.462803512,-16.75085866,0.122400402,0.098940486,0.161203012,-15.10545362,0.474019422,0.154881565,-0.30742848,2.772952877,0.250877537,0.512993075,0.191823665,2.108885511,0.345700875,0.632492791,-0.049782365,7.578889928,0.778646284,0.092196743,0.436141155,3.902199617,0.069921627,0.32235072,0.182722209,11.71661362,0.445714246,0.250670615,0.868315624,-4.660285639,0.009356248,0.633894354,Tropical grassland
POINT(-64.625 -31.125),-64.625,-31.125,-0.168927773,-7.831103247,0.444616799,0.244236534,-0.105231001,-5.338396683,0.672271792,0.337049846,-0.054001466,-7.933842857,0.708794143,0.088194095,0.09228104,-6.418736706,0.564524801,0.140260794,-0.354653458,-10.1719786,0.131981133,0.013821174,0.445602326,-8.352684787,0.23724313,0.049845954,-0.473173186,-3.611654684,0.038176759,0.180742177,0.279687315,-3.653082906,0.448902443,0.232024478,Tropical grassland
POINT(-64.375 -31.125),-64.375,-31.125,0.085640126,-4.408352772,0.34758598,0.11518969,0.204787516,-4.702465104,0.082622893,0.073591741,-0.190908402,-0.276613523,0.121745134,0.939317323,-0.111952897,0.139197502,0.532113053,0.972802305,-0.584651583,-6.462283766,0.403488467,0.180885656,-0.346279287,-7.128964903,0.592031856,0.168260295,-0.653441692,-4.609052829,0.233847678,0.459982353,-0.981054973,-10.03730451,0.064217731,0.143794476,Tropical grassland
POINT(28.125 -30.875),28.125,-30.875,0.531609088,0.041850045,0.043575739,0.993343918,0.495893013,-2.476474197,0.038407002,0.38064279,0.450084222,1.313657535,0.02589769,0.691061891,0.413986966,-2.237563009,0.025717077,0.172538093,0.531283668,7.034249906,0.049145254,0.016653981,0.478256555,5.036124925,0.134439967,0.074271979,0.251629452,13.54913577,0.372780293,0.02773556,0.315487109,12.20571816,0.357687586,0.044800626,Temperate grassland
POINT(28.875 -30.875),28.875,-30.875,0.036886601,4.309447285,0.89301634,0.603563993,0.276066164,2.387744301,0.026501768,0.496452621,0.059340903,10.31008956,0.767547658,0.121211698,0.07885907,9.699765332,0.425618317,0.13642348,0.288702589,5.21582891,0.185376095,0.045108722,0.529835136,4.35960923,0.06649465,0.022106057,0.245200502,29.20308183,0.572535232,0.03103187,0.449624709,31.52661469,0.427905362,0.01469919,Temperate grassland
POINT(29.375 -30.625),29.375,-30.625,0.308516593,-10.27954336,0.146323251,0.030430563,0.407709805,-10.82290225,0.056682051,0.018654513,0.096199445,-11.34467733,0.63442226,0.052920078,-0.006649185,-11.86018857,0.974133078,0.042317452,-0.199279509,-2.025807632,0.463768019,0.739903499,0.112297896,-2.400439565,0.708142367,0.698752387,-0.341803691,15.05605568,0.166416063,0.038016009,-0.091786851,12.85860801,0.742457924,0.088718999,Temperate grassland
POINT(28.375 -30.625),28.375,-30.625,0.419697284,-19.01249514,0.15114159,0.054654025,0.641421327,-22.19904786,0.025797833,0.018678655,0.07111688,-6.735557511,0.742726665,0.170488888,-0.020501092,-1.337140411,0.927128227,0.489051412,0.221187572,4.68151207,0.218605383,0.068317648,0.27403646,4.470761938,0.222383048,0.080445169,0.037570012,9.620953546,0.847502507,0.051356699,-0.06563093,10.72606514,0.787908954,0.032100023,Temperate grassland
POINT(29.125 -30.625),29.125,-30.625,0.233035651,8.520874021,0.522131801,0.332462405,0.407885195,9.33654761,0.208648063,0.227839983,-0.043958763,-1.765959487,0.850358442,0.498513493,0.115984131,-1.667882178,0.577150406,0.517559411,0.250066089,0.526679068,0.149470447,0.871216366,0.43161852,-1.283863038,0.121036287,0.692825665,0.147596012,-5.435931756,0.428761906,0.213760903,0.49658029,-7.404952388,0.082621558,0.073865325,Temperate grassland
POINT(28.875 -30.625),28.875,-30.625,0.042533208,-3.325723428,0.89770928,0.319487633,0.266594171,2.022487934,0.398798856,0.765407725,-0.055583509,-3.055559766,0.806293115,0.253844927,0.11411319,-2.949182467,0.572390008,0.264327212,0.285095523,1.968575992,0.109648676,0.454447939,0.410572795,-0.029009292,0.13839086,0.990929156,0.156330123,-4.64426694,0.409073813,0.297674801,0.457423018,-6.18525541,0.11647586,0.144468432,Temperate grassland
POINT(28.875 -30.375),28.875,-30.375,0.074233162,-8.491703958,0.79968216,0.442379698,0.418097046,5.851643629,0.017146481,0.390795891,0.209897044,-1.570822569,0.137724439,0.420034232,0.137794856,-2.148094908,0.117508416,0.254131407,0.094451245,-1.197241535,0.768417681,0.82859854,-0.286042662,-2.815211993,0.625185667,0.603800351,0.339493906,21.65259539,0.442785091,0.054131948,0.374762959,20.42115944,0.64409343,0.066529075,Temperate grassland
POINT(29.375 -30.375),29.375,-30.375,0.442896105,6.045363995,0.145495223,0.450195376,0.364873004,-0.362845523,0.332689959,0.971214285,0.082828915,-2.240879362,0.621726088,0.41236342,0.068647082,-2.174495853,0.741580097,0.427412428,0.221193618,4.58571867,0.304538465,0.140446792,0.502406548,4.038255598,0.111281206,0.160493223,-0.231992082,12.38751478,0.231423454,0.035277534,-0.034442226,11.00736878,0.88279746,0.023068415,Temperate grassland
POINT(29.625 -30.375),29.625,-30.375,0.40418768,2.300277494,0.188580886,0.772669426,0.599009971,-18.79243093,0.109498017,0.102052744,0.085203035,-2.817087324,0.618388933,0.543425603,0.106302633,-7.502989144,0.603938393,0.220279127,0.211262203,5.146695105,0.313793879,0.102637688,0.516868916,4.87705578,0.092485202,0.094571838,-0.171528922,13.5994813,0.306466176,0.018009134,0.048595389,11.4241641,0.838484307,0.032234425,Temperate grassland
POINT(28.875 -30.125),28.875,-30.125,-0.07666793,10.67135546,0.593666467,0.032764697,0.055381479,10.70115812,0.634992502,0.032620889,-0.115168581,6.716768024,0.439073694,0.073597057,-0.065264554,7.045535813,0.601183721,0.07138307,0.501646814,0.12835333,0.211602359,0.972599374,0.777898344,-2.047565843,0.039417385,0.60030774,0.063925533,2.65648576,0.901675951,0.758664913,0.337829186,1.989840487,0.495922664,0.813124173,Temperate grassland
POINT(29.125 -30.125),29.125,-30.125,-0.040222415,3.647864366,0.766147001,0.25677789,0.04435835,3.384923619,0.66229115,0.278909387,-0.18577439,-1.383452221,0.196865571,0.395579727,0.008593442,-1.961700556,0.939223068,0.259466397,0.37051568,2.824251621,0.417987217,0.428201042,0.283259046,3.225352671,0.577713059,0.376222676,0.583096459,-1.400225314,0.339742716,0.857229676,0.771485476,0.219430292,0.245973322,0.977050743,Temperate grassland
POINT(28.125 -30.125),28.125,-30.125,0.522126548,7.325575528,0.046195887,0.226969025,0.604467277,5.721371439,0.002139548,0.089304652,-0.049192782,-2.476453578,0.828124703,0.729583917,0.386201477,5.343948475,0.062819591,0.375193843,0.268165164,11.35232423,0.389025545,0.038341329,-0.023140258,10.87704391,0.947871009,0.055442494,-0.678003172,16.96842527,0.072486633,0.046439998,-0.571562667,14.83505883,0.173873037,0.087682361,Temperate grassland
POINT(28.375 -29.625),28.375,-29.625,-0.087820029,-6.391313988,0.711522677,0.084051605,0.26927444,-2.35729955,0.349313,0.710181072,0.071227882,1.132236774,0.795934185,0.865828291,0.421996829,4.985632331,0.243412421,0.515889145,-0.001437191,-2.078998077,0.996446173,0.678284923,-0.008852437,-2.145778299,0.973933607,0.670730287,-0.058932072,-1.837677358,0.797152344,0.682244154,-0.182553941,-1.803201198,0.33037312,0.676392775,Temperate grassland
POINT(29.375 -29.625),29.375,-29.625,0.416137658,-6.536713139,0.138278064,0.20618779,0.98549608,-8.086504393,0.02964539,0.066791697,0.418957963,-2.464460599,0.031985305,0.126071883,0.195645736,-2.929078995,0.68390993,0.210049202,0.472378553,6.20742768,0.054468653,0.053451462,0.859372735,4.579852401,0.005619765,0.057446935,-0.042390472,4.96114873,0.77193121,0.211592929,0.324517129,6.759571409,0.058206495,0.027090322,Temperate grassland
POINT(29.625 -29.625),29.625,-29.625,0.109353395,11.89827139,0.557288774,0.038064371,0.184541467,10.54666703,0.303504891,0.065557778,-0.065712024,2.95503706,0.711233148,0.560047877,-0.080907284,3.116887735,0.624606913,0.536012684,0.364801425,4.670132915,0.228369723,0.143052754,0.46359798,5.509561709,0.212452684,0.100342356,0.112013263,-4.333083561,0.766626333,0.562488503,-0.01587221,-3.388529031,0.969378809,0.626491921,Temperate grassland
POINT(-66.875 -29.375),-66.875,-29.375,0.347996089,3.136668924,0.021134349,0.347255242,0.277104579,1.500072913,0.015504386,0.624189029,0.168250997,-3.39755206,0.355577601,0.401361892,0.032544921,-4.792180074,0.813511304,0.218570083,0.253569247,-7.58811967,0.594030534,0.340296461,-0.781022214,-16.12077419,0.055952754,0.058593511,0.355637062,5.683038483,0.556588077,0.487368216,-0.859216559,-7.508365446,0.12030158,0.480149759,Tropical grassland
POINT(28.875 -29.375),28.875,-29.375,0.347423979,0.264618668,0.118504136,0.961806233,0.60340408,-2.823112426,0.000847874,0.666155853,0.270314003,-3.818547928,0.149734806,0.483015615,0.412727449,-5.325026196,0.009155248,0.220275885,-0.074825266,-2.620034358,0.810784955,0.705239629,0.035806864,-1.935153536,0.927797447,0.792552697,-0.339010128,5.162030977,0.292070573,0.255511463,0.166844795,10.84467006,0.634171496,0.204537143,Temperate grassland
POINT(28.625 -29.375),28.625,-29.375,-0.134816269,5.501594561,0.59311228,0.312666754,0.289302088,5.195189483,0.33882608,0.325392238,-0.036559197,4.400023007,0.822128361,0.217206407,0.111314902,2.37948626,0.588759756,0.420249463,-0.145019889,-1.202891321,0.530248836,0.789073263,-0.507206362,-2.57014582,0.14248913,0.550802976,-0.267458771,5.822537762,0.159563944,0.023675761,-0.330981121,5.319325294,0.240253793,0.033403292,Temperate grassland
POINT(-67.625 -29.125),-67.625,-29.125,-0.391013168,9.224056648,0.083020898,0.07816278,0.146983824,6.752675981,0.520554731,0.223725187,-0.17854417,7.444113611,0.482736779,0.208845908,0.138650146,5.982420704,0.576098773,0.309499511,-0.283919631,-5.605464711,0.277977439,0.134021162,-0.268692015,-5.61019849,0.216775472,0.128198314,0.003711423,5.327856286,0.989165562,0.062651102,0.049857555,5.220793667,0.821975892,0.059316548,Temperate grassland
POINT(28.625 -29.125),28.625,-29.125,-0.082228121,-3.316431829,0.650803263,0.479161998,0.072865605,-1.849651301,0.752137944,0.633585098,-0.202383001,1.866338551,0.214558297,0.59461179,-0.149166382,3.01803689,0.52557841,0.397577788,0.026705889,-0.044062038,0.966093226,0.99138532,-0.028755436,-0.045324847,0.964608756,0.991101594,-0.061515123,-0.409111705,0.881724797,0.902673996,-0.364722661,2.761632294,0.428080546,0.382131704,Temperate grassland
POINT(28.875 -29.125),28.875,-29.125,0.09735555,17.79356848,0.836591232,0.058358272,0.349566121,13.63302368,0.49398787,0.084724179,-0.291607995,8.915707956,0.622709292,0.223394289,0.063650305,4.522080113,0.907422089,0.412274799,0.273644222,2.175071735,0.045622058,0.248519529,-0.020943042,2.143552367,0.904436349,0.377092656,0.318503301,-3.347012862,0.050264132,0.275403695,0.282432626,1.419094714,0.084971754,0.452842209,Temperate grassland
POINT(-65.875 -28.375),-65.875,-28.375,-0.180719733,-4.656756266,0.406325049,0.132271809,0.232552113,-2.851525927,0.629518437,0.426814153,-0.096551591,-1.926187081,0.634537193,0.340746508,0.394923544,2.355802714,0.313824169,0.500564726,-0.644635858,-7.310476785,0.018413017,0.059435385,-0.104220573,-7.254808554,0.76654034,0.12386362,-0.055159759,3.226762057,0.759917695,0.216087802,0.361212662,3.191822439,0.064898016,0.075963754,Tropical grassland
POINT(30.625 -28.125),30.625,-28.125,-0.211644826,13.491807,0.263666283,0.092409426,0.039456801,11.27732936,0.861322675,0.264763297,-0.168871683,3.499494537,0.405947878,0.58865697,0.041636105,1.321750722,0.84352784,0.75994214,0.316177919,3.739401947,0.423914145,0.1935799,-0.073127889,5.030047751,0.840919689,0.058408407,0.398279527,4.185776392,0.337811836,0.560276899,0.295189349,2.181654655,0.498764415,0.762678799,Temperate grassland
POINT(-66.125 -28.125),-66.125,-28.125,-0.146338245,-3.136535223,0.506927458,0.363384442,-0.061870888,-3.305418166,0.804775199,0.357297771,-0.118491091,-3.648276307,0.591853248,0.268209856,0.069704027,-4.00669836,0.779732424,0.239275718,0.418330597,-3.843533595,0.101287804,0.190216351,0.603488539,-2.671886308,0.01207242,0.284286419,-0.13852723,4.028358469,0.531249715,0.133402929,0.289496547,6.233561182,0.236027953,0.073751264,Temperate grassland
POINT(30.625 -27.875),30.625,-27.875,-0.20852631,14.83807653,0.267156802,0.084706765,0.028098462,12.89210194,0.901085598,0.238928655,-0.190043404,4.660535282,0.347019608,0.407017881,-0.13697693,12.34262846,0.608982595,0.302964893,0.242452197,4.214330605,0.540644846,0.132556408,-0.07290134,5.23844165,0.835510533,0.035453833,0.346394464,-2.892662497,0.398453471,0.71810586,0.323232854,-3.525099267,0.454155392,0.662405696,Temperate grassland
POINT(-65.875 -27.875),-65.875,-27.875,-0.171593157,-7.233788026,0.390130924,0.060666343,-0.110780169,-7.250281274,0.616297158,0.063940651,-0.171211094,-6.988580547,0.420575252,0.104779867,0.081553549,-6.986425845,0.733552255,0.116298864,0.340580777,-6.054486783,0.130523598,0.038730387,0.56825149,-5.494194692,0.008926194,0.031258638,-0.167508823,-3.779502969,0.462639065,0.258695022,0.081501362,-3.606057078,0.733998256,0.292017629,Tropical grassland
POINT(30.375 -27.375),30.375,-27.375,-0.019952596,-4.232421983,0.945080997,0.241975216,0.870709221,-10.56909786,0.002086736,0.099568199,-0.034707558,0.427965101,0.886395542,0.863242112,0.904137067,-11.48131048,0.00016324,0.016148079,-0.231160351,2.062646345,0.285841272,0.180350877,0.005875452,1.901060737,0.977728521,0.235226248,0.085626764,5.646756017,0.678974228,0.151915098,2.93E-05,4.781989015,0.99988001,0.196152595,Temperate grassland
POINT(30.625 -27.375),30.625,-27.375,0.008026162,3.794477036,0.979156462,0.554666429,0.766509691,-2.763980728,0.00624382,0.331239615,-0.059359116,2.123581141,0.808284154,0.571283879,0.865046588,-10.4020107,0.000328738,0.034723341,-0.214755863,1.802460715,0.325638302,0.249130511,0.024517407,1.714602968,0.907344582,0.288161126,0.096495076,6.26240142,0.642249627,0.143188423,0.020227442,5.918323772,0.917309816,0.163113002,Temperate grassland
POINT(-51.125 -27.125),-51.125,-27.125,-0.106868821,9.549960646,0.433301563,0.081051133,0.385037877,9.999776324,0.007454585,0.014961726,-0.11311849,9.981037941,0.464708199,0.172347102,0.419929378,9.676544481,0.020020585,0.104642266,0.059977457,4.628555845,0.913045223,0.325879515,0.450320497,3.321896588,0.353093375,0.447448209,-0.158060635,7.490894321,0.685854617,0.23255721,0.165230637,6.874049894,0.659081317,0.285742062,Tropical grassland
POINT(-63.875 -26.875),-63.875,-26.875,0.423279818,6.88724842,0.187020597,0.067922528,0.639120585,6.727476984,0.04447485,0.047984804,0.329559827,1.59508925,0.037098847,0.344638891,0.412392474,0.981319443,0.006585537,0.503264783,0.240855331,2.372225481,0.397642648,0.497891855,0.62278277,5.395291032,0.264194457,0.316799543,0.15757784,0.548859319,0.610059777,0.91679118,0.134246104,1.59637874,0.822727057,0.821761083,Tropical grassland
POINT(28.125 -26.875),28.125,-26.875,0.225634474,-1.29048584,0.103782322,0.714788283,0.360568663,-1.461846045,0.06037591,0.669392353,-0.062533089,-1.423650795,0.759495937,0.788953533,0.039229857,-2.019926196,0.885486725,0.689491995,-0.062026088,4.322170101,0.871138789,0.425821951,-0.208056259,6.864826616,0.497414899,0.202999303,-0.146001294,-2.171586915,0.602867402,0.612673184,-0.137250472,-0.184541157,0.538329972,0.960815342,Temperate grassland
POINT(28.625 -26.875),28.625,-26.875,0.369000448,-2.437190021,0.207616706,0.618493995,0.714625408,3.051719919,0.007500305,0.492934338,0.016412928,-7.821719222,0.95706574,0.335251503,0.3821755,-1.73836604,0.155521872,0.667908554,-0.156253186,-3.377444071,0.622932304,0.426554665,-0.298155024,-2.303439197,0.319064865,0.318540506,0.087766288,-13.07254887,0.695924881,0.004487199,-0.023278183,-12.87262042,0.928661915,0.005226222,Temperate grassland
POINT(-51.625 -26.625),-51.625,-26.625,0.120281761,-6.347536904,0.049774159,0.019344861,0.331021982,-6.894787032,0.044055022,0.012285268,-0.063352429,4.053387473,0.574070497,0.309709486,-0.285106173,4.323423387,0.340891289,0.271630128,-0.906112858,6.374563362,0.300689572,0.54838933,0.033349512,8.11935154,0.957854391,0.458953108,-0.080096714,-0.390549906,0.81401896,0.928128476,0.141370271,7.070700012,0.531957809,0.199719523,Tropical grassland
POINT(-63.625 -26.625),-63.625,-26.625,-0.177955862,6.57148473,0.803872445,0.531984555,0.739730192,6.938353173,0.089888245,0.05740301,0.010439975,2.814088048,0.983426989,0.352683707,0.439930066,7.06711424,0.130452844,0.100918864,-0.040019407,-1.497185726,0.723778865,0.496442583,0.213014744,-5.078377039,0.394631235,0.260859102,-0.11689517,-5.092828679,0.490459963,0.201540226,-0.147022486,-4.905272751,0.687068668,0.247300468,Tropical grassland
